COG_ID	COG_Category_ID	Annotation	Gene	Pathway
COG1433	O	"Predicted Fe-Mo cluster-binding protein, NifX family"	NifX	
COG1434	M	"Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family"	ElyC	
COG1435	F	Thymidine kinase	Tdk	Pyrimidine salvage
COG1436	C	Archaeal/vacuolar-type H+-ATPase subunit F/Vma7	NtpF	A/V-type ATP synthase
COG1437	TR	"Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)"	CyaB	
COG1438	K	Arginine repressor	ArgR	
COG1439	J	rRNA maturation endonuclease Nob1	Nob1	
COG1440	G	Phosphotransferase system cellobiose-specific component IIB	CelA	
COG1441	H	O-succinylbenzoate synthase	MenC	Menaquinone biosynthesis
COG1442	M	"Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase"	RfaJ	
COG1443	I	Isopentenyldiphosphate isomerase	Idi	Isoprenoid biosynthesis
COG1444	J	tRNA(Met) C34 N-acetyltransferase TmcA	TmcA	tRNA modification
COG1445	G	Phosphotransferase system fructose-specific component IIB	FrwB	
COG1446	E	"Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily"	IaaA	
COG1447	G	Phosphotransferase system cellobiose-specific component IIA	CelC	
COG1448	E	Aspartate/aromatic aminotransferase	TyrB	"Isoleucine, leucine, valine biosynthesis"
COG1449	G	"Alpha-amylase/alpha-mannosidase, GH57 family"		
COG1450	U	Type II secretory pathway component GspD/PulD (secretin)	PulD	
COG1451	R	"UTP pyrophosphatase, metal-dependent hydrolase family"	YgjP	
COG1452	M	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	LptD	
COG1453	R	Predicted oxidoreductase of the aldo/keto reductase family		
COG1454	C	"Alcohol dehydrogenase, class IV"	EutG	
COG1455	G	Phosphotransferase system cellobiose-specific component IIC	CelB	
COG1456	C	CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)	CdhE	
COG1457	F	Purine-cytosine permease or related protein	CodB	
COG1458	R	"Predicted RNase MK1237, contains PIN domain, UPF0278 family"		
COG1459	NUW	"Type II secretory pathway, component PulF"	PulF	
COG1460	K	"DNA-directed RNA polymerase, subunit F"	RpoF	RNA polymerase
COG1461	R	Predicted kinase related to dihydroxyacetone kinase	YloV	
COG1462	M	Curli biogenesis system outer membrane secretion channel CsgG	CsgG	
COG1463	M	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	MlaD	
COG1464	P	"ABC-type metal ion transport system, periplasmic component/surface antigen"	NlpA	
COG1465	E	"3-dehydroquinate synthase, class II"	AroB2	
COG1466	L	"DNA polymerase III, delta subunit"	HolA	
COG1467	L	"Eukaryotic-type DNA primase, catalytic (small) subunit"	PRI1	
COG1468	V	"CRISPR/Cas system-associated exonuclease Cas4, RecB family"	Cas4	CRISPR-Cas system
COG1469	H	GTP cyclohydrolase FolE2	FolE2	Folate biosynthesis
COG1470	S	Uncharacterized membrane protein		
COG1471	J	Ribosomal protein S4E	RPS4A	Archaeal ribosomal proteins
COG1472	G	Periplasmic beta-glucosidase and related glycosidases	BglX	
COG1473	R	Metal-dependent amidase/aminoacylase/carboxypeptidase	AbgB	Lysine biosynthesis
COG1474	L	"Cdc6-related protein, AAA superfamily ATPase"	CDC6	
COG1475	D	"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain"	Spo0J	
COG1476	K	"DNA-binding transcriptional regulator, XRE-family HTH domain"	XRE	
COG1477	HO	FAD:protein FMN transferase ApbE	ApbE	
COG1478	H	F420-0:Gamma-glutamyl ligase (F420 biosynthesis)	CofE	
COG1479	V	"DNAse/DNA nickase specific for phosphorothioated or glycosylated phage DNA, GmrSD/DndB/SspE family, contains DUF262 and HNH nuclease domains"	GmrSD	
COG1480	T	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	PgpH	
COG1481	K	"DNA-binding transcriptional regulator WhiA, involved in cell division"	WhiA	
COG1482	G	"Mannose-6-phosphate isomerase, class I"	ManA	
COG1483	R	"Predicted ATPase, AAA+ superfamily"		
COG1484	L	DNA replication protein DnaC	DnaC	
COG1485	D	"Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily"	ZapE	
COG1486	G	"Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase"	CelF	
COG1487	V	"Ribonuclease/mRNA interferase VapC, contains PIN domain"	VapC	
COG1488	H	Nicotinic acid phosphoribosyltransferase	PncB	NAD biosynthesis
COG1489	GT	"DNA-binding protein, stimulates sugar fermentation"	SfsA	
COG1490	J	D-aminoacyl-tRNA deacylase	Dtd	
COG1491	R	Predicted nucleic acid-binding OB-fold protein		
COG1492	H	Cobyric acid synthase	CobQ	Cobalamine/B12 biosynthesis
COG1493	T	"Serine kinase of the HPr protein, regulates carbohydrate metabolism"	HprK	
COG1494	G	"Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein"	GlpX	
COG1495	O	Disulfide bond formation protein DsbB	DsbB	
COG1496	P	Copper oxidase (laccase) domain	YfiH	
COG1497	K	"Predicted transcriptional regulator MJ0558, contains a CRP-type HTH domain"	MJ0558	
COG1498	J	Box C/D ribonucleoprotein Nop56/Prp31/SIK1 subunit	SIK1	
COG1499	J	NMD protein affecting ribosome stability and mRNA decay	NMD3	
COG1500	J	Ribosome maturation protein Sdo1	Sdo1	
COG1501	G	"Alpha-glucosidase/xylosidase, GH31 family"	YicI	
COG1502	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	Cls	Phospholipid biosynthesis
COG1503	J	Peptide chain release factor 1 (eRF1)	eRF1	Translation factors
COG1504	S	"Uncharacterized conserved protein, DUF498 domain"		
COG1505	E	"Prolyl endopeptidase PreP, S9A serine peptidase family"	PreP	
COG1506	E	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	DAP2	
COG1507	S	"Uncharacterized conserved protein, DUF501 family"		
COG1508	K	"DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog"	RpoN	RNA polymerase
COG1509	E	"L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)"	EpmB	
COG1510	K	"DNA-binding transcriptional regulator GbsR, MarR family"	GbsR	
COG1511	S	"Uncharacterized membrane protein YhgE, phage infection protein (PIP) family"	YhgE	
COG1512	S	"Uncharacterized membrane protein YgcG, contains a TPM-fold domain"	YgcG	
COG1513	P	Cyanate lyase	CynS	
COG1514	J	"RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase)"	ThpR	
COG1515	L	Deoxyinosine 3'-endonuclease (endonuclease V)	Nfi	
COG1516	NU	Flagellin-specific chaperone FliS	FliS	
COG1517	V	"CRISPR/Cas system-associated protein Csx1, contains CARF domain"	Csx1	CRISPR-Cas system
COG1518	V	CRISPR-Cas system-associated integrase Cas1	Cas1	CRISPR-Cas system
COG1519	M	3-deoxy-D-manno-octulosonic-acid transferase	KdtA	Lipid A biosynthesis
COG1520	M	"Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat"	PQQ	
COG1521	H	Pantothenate kinase type III	CoaX	
COG1522	K	"DNA-binding transcriptional regulator, Lrp family"	Lrp	
COG1523	G	Pullulanase/glycogen debranching enzyme	PulA	
COG1524	T	"c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily"	AtaC	
COG1525	L	"Endonuclease YncB, thermonuclease family"	YncB	
COG1526	C	"Formate dehydrogenase assembly factor FdhD, a sulfurtransferase"	FdhD	
COG1527	C	Archaeal/vacuolar-type H+-ATPase subunit C/Vma6	NtpC	A/V-type ATP synthase
COG1528	P	Ferritin	FtnA	
COG1529	C	"Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit"	CoxL	Non-phosphorylated Entner-Doudoroff pathway
COG1530	J	Ribonuclease G or E	CafA	
COG1531	S	"Uncharacterized conserved protein, UPF0248 family"		
COG1532	R	Predicted RNA-binding protein		
COG1533	L	DNA repair photolyase	SplB	
COG1534	J	RNA-binding protein YhbY	YhbY	
COG1535	Q	Isochorismate hydrolase	EntB1	
COG1536	N	Flagellar motor switch protein FliG	FliG	
COG1537	J	"Stalled ribosome rescue protein Dom34, pelota family"	PelA	
COG1538	M	Outer membrane protein TolC	TolC	
COG1539	H	Dihydroneopterin aldolase	FolB	Folate biosynthesis
COG1540	E	5-oxoprolinase subunit A	PxpA	
COG1541	H	"Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family"	PaaK	
COG1542	S	"Uncharacterized conserved protein, DUF505 domain"		
COG1543	G	"Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains"		
COG1544	J	Ribosome-associated translation inhibitor RaiA	RaiA	
COG1545	R	"Uncharacterized OB-fold protein, contains Zn-ribbon domain"		
COG1546	H	Nicotinamide mononucleotide (NMN) deamidase PncC	PncC	NAD biosynthesis
COG1547	S	Predicted metal-dependent hydrolase	YpuF	
COG1548	H	"Methanofuran synthetase MfnF, hydantoinase/oxoprolinase family"	MfnF	
COG1549	J	"Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains"	ArcS	
COG1550	S	"Stress-induced protein YlxP, DUF503 family"	YlxP	
COG1551	T	sRNA-binding carbon storage regulator CsrA	CsrA	
COG1552	J	Ribosomal protein L40E	RPL40A	Archaeal ribosomal proteins
COG1553	P	"Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family"	DsrE	
COG1554	G	Kojibiose phosphorylase YcjT	ATH1	
COG1555	L	DNA uptake protein ComE or related DNA-binding protein	ComEA	
COG1556	C	"L-lactate utilization protein LutC, contains LUD domain"	LutC	
COG1558	N	Flagellar basal body rod protein FlgC	FlgC	
COG1559	M	"Endolytic transglycosylase MltG, terminates peptidoglycan polymerization"	MltG	
COG1560	I	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	LpxP	Lipid A biosynthesis
COG1561	S	"Uncharacterized stationary-phase protein YicC, UPF0701 family"	YicC	
COG1562	I	Phytoene/squalene synthetase	ERG9	
COG1563	R	Uncharacterized MnhB-related membrane protein		
COG1564	H	Thiamine pyrophosphokinase	ThiN	Thiamine biosynthesis
COG1565	R	"SAM-dependent methyltransferase, MidA family"	MidA	
COG1566	V	Multidrug resistance efflux pump EmrA	EmrA	
COG1567	V	"CRISPR-Cas system type III CSM-effector complex subunit Csm4, RAMP superfamily Cas5 group"	Csm4	CRISPR-Cas system
COG1568	Q	"Aminopropyltransferase BpsA, N(4)-bis(aminopropyl)spermidine biosynthesis"	BpsA	
COG1569	R	"Predicted nucleic acid-binding protein, contains PIN domain"		
COG1570	L	"Exonuclease VII, large subunit"	XseA	
COG1571	J	tRNA(Ile2) C34 agmatinyltransferase TiaS	TiaS	tRNA modification
COG1572	O	"Serine protease, subtilase family"		
COG1573	L	Uracil-DNA glycosylase	Udg4	
COG1574	R	Predicted amidohydrolase YtcJ	YtcJ	
COG1575	H	"1,4-dihydroxy-2-naphthoate polyprenyltransferase"	MenA	Menaquinone biosynthesis
COG1576	J	23S rRNA pseudoU1915 N3-methylase RlmH	RlmH	23S rRNA modification
COG1577	I	Mevalonate kinase	ERG12	Isoprenoid biosynthesis
COG1578	V	"House-cleaning carbohydrate phosphatase, DUF89 family"	DUF89	
COG1579	R	"Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain"	DR0291	
COG1580	N	Flagellar basal body-associated protein FliL	FliL	
COG1581	K	DNA/RNA-binding protein AlbA/Ssh10b	AlbA	
COG1582	N	Swarming motility protein SwrD	SwrD	
COG1583	V	"CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily"	Cas6	CRISPR-Cas system
COG1584	C	Succinate-acetate transporter SatP	SatP	
COG1585	O	Membrane protein implicated in regulation of membrane protease activity	YbbJ	
COG1586	E	S-adenosylmethionine decarboxylase	SpeD	
COG1587	H	Uroporphyrinogen-III synthase	HemD	Heme biosynthesis
COG1588	J	RNase P/RNase MRP subunit p29	POP4	
COG1589	D	Cell division septal protein FtsQ	FtsQ	
COG1590	J	tRNA(Phe) wybutosine-synthesizing methylase Tyw3	Tyw3	tRNA modification
COG1591	L	"Holliday junction resolvase Hjc, archaeal type"		
COG1592	C	Rubrerythrin	YotD	
COG1593	G	"TRAP-type C4-dicarboxylate transport system, large permease component"	DctQ	
COG1594	K	"DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS"	RPB9	RNA polymerase
COG1595	K	"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family"	RpoE	RNA polymerase
COG1596	M	"Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold"	Wza	
COG1597	IR	"Phosphatidylglycerol kinase, diacylglycerol kinase family"	LCB5	
COG1598	V	Antitoxin component HicB of the HicAB toxin-antitoxin system	HicB	
COG1599	L	"ssDNA-binding replication factor A, large subunit"	RFA1	
COG1600	J	Epoxyqueuosine reductase QueG (queuosine biosynthesis)	QueG	tRNA modification
COG1601	J	"Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain"	GCD7	Translation factors
COG1602	L	Archaeal DNA repair protein NreA	NreA	
COG1603	J	RNase P/RNase MRP subunit p30	RPP1	
COG1604	V	"CRISPR/Cas system CMR subunit Cmr6, Cas7 group, RAMP superfamily"	Cmr6	CRISPR-Cas system
COG1605	E	Chorismate mutase	PheA	Aromatic amino acid biosynthesis
COG1606	R	"ATP-utilizing enzyme, PP-loop superfamily"		
COG1607	I	Acyl-CoA hydrolase	YciA	
COG1608	I	Isopentenyl phosphate kinase		
COG1609	K	"DNA-binding transcriptional regulator, LacI/PurR family"	PurR	
COG1610	R	"Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity"	YqeY	
COG1611	F	"Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family"	PpnN	
COG1612	H	Heme A synthase	CtaA	
COG1613	P	"ABC-type sulfate transport system, periplasmic component"	Sbp	
COG1614	C	CO dehydrogenase/acetyl-CoA synthase beta subunit	CdhC	
COG1615	S	"Uncharacterized membrane protein, UPF0182 family"		
COG1617	J	"tRNA threonylcarbamoyladenosine modification (KEOPS) complex,  Cgi121 subunit"	Cgi121	tRNA modification
COG1618	F	Nucleoside-triphosphatase THEP1	THEP1	
COG1619	M	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	LdcA	
COG1620	C	L-lactate permease	LldP	
COG1621	G	"Sucrose-6-phosphate hydrolase SacC, GH32 family"	SacC	
COG1622	C	"Heme/copper-type cytochrome/quinol oxidase, subunit 2"	CyoA	
COG1623	T	"c-di-AMP synthetase DisA, contains DisA_N, linker and DNA-binding domains"	DisA	
COG1624	T	"c-di-AMP synthetase, contains DisA_N domain"	DisA	
COG1625	C	"Fe-S oxidoreductase, related to NifB/MoaA family"	NifB	
COG1626	G	Neutral trehalase	TreA	
COG1627	R	"Uncharacterized conserved protein MJ0835, predicted component of type IV pili-like system, DUF1515 family"	MJ0835	
COG1628	R	"Endonuclease V homolog, UPF0215 family"		
COG1629	P	"Outer membrane receptor protein, Fe transport"	CirA	
COG1630	L	"ssDNA and dsDNA 5'-3' nuclease NurA, repair of double-stranded DNA breaks"	NurA	
COG1631	J	Ribosomal protein L44E	RPL42A	Archaeal ribosomal proteins
COG1632	J	Ribosomal protein L15E	RPL15A	Archaeal ribosomal proteins
COG1633	P	"Rubrerythrin, includes spore coat protein YhjR"	YhjR	
COG1634	H	"6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase MptE (tetrahydrofolate and tetrahydromethanopterin biosynthesis)"	FolK	
COG1635	GH	"Thiazole synthase/Archaeal ribulose 1,5-bisphosphate synthetase"	THI4	
COG1636	J	Epoxyqueuosine reductase QueH (tRNA modification)	QueH	
COG1637	L	"Endonuclease NucS, RecB family"	NucS	
COG1638	G	"TRAP-type C4-dicarboxylate transport system, periplasmic component"	DctP	
COG1639	T	"HD-like signal output (HDOD) domain, no enzymatic activity"	HDOD	
COG1640	G	4-alpha-glucanotransferase	MalQ	
COG1641	H	"CTP-dependent cyclometallase, nickel-pincer nucleotide (NPN) cofactor biosynthesis"	LarC	
COG1643	J	HrpA-like RNA helicase	HrpA	
COG1644	K	"DNA-directed RNA polymerase, subunit N (RpoN/RPB10)"	RPB10	
COG1645	R	"Uncharacterized Zn-finger containing protein, UPF0148 family"		
COG1646	I	Glycerol-1-phosphate heptaprenyltransferase	PcrB	
COG1647	Q	Esterase/lipase	YvaK	
COG1648	H	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	CysG2	Heme biosynthesis
COG1649	S	"Uncharacterized lipoprotein YddW, UPF0748 family"	YddW	
COG1650	J	D-tyrosyl-tRNA(Tyr) deacylase		
COG1651	O	Protein thiol-disulfide isomerase DsbC	DsbG	
COG1652	P	"Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain"	XkdP	
COG1653	G	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	UgpB	
COG1654	K	Biotin operon repressor	BirA	
COG1655	S	"Uncharacterized conserved protein, DUF2225 family"		
COG1656	R	"Uncharacterized conserved protein, contains PIN-related Mut7-C RNAse domain"	Mut7-C	
COG1657	I	Terpene cyclase SqhC	SqhC	
COG1658	J	"5S rRNA maturation ribonuclease M5, contains TOPRIM domain"	RnmV	
COG1659	V	"Bacteriocin, linocin/CFP29 family"	CFP29	
COG1660	T	"RNase adaptor protein RapZ for GlmZ sRNA degradation, contains a P-loop ATPase domain"	RapZ	
COG1661	R	"Predicted DNA-binding protein with PD1-like DNA-binding motif, PPC/DUF296 domain"	AF0104	
COG1662	X	"Transposase and inactivated derivatives, IS1 family"	InsB	
COG1663	M	Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase)	LpxK	Lipid A biosynthesis
COG1664	Z	"Cytoskeletal protein CcmA, bactofilin family"	CcmA	
COG1665	R	Predicted nucleotidyltransferase AF1967	AF1967	
COG1666	T	"Cyclic di-GMP-binding protein YajQ, UPF0234 family"	YajQ	
COG1667	S	"Uncharacterized conserved protein AF1501, DUF2226 family"	AF1501	
COG1668	CP	"ABC-type Na+ efflux pump, permease component NatB"	NatB	
COG1669	R	Predicted nucleotidyltransferase MJ0435	MJ0435	
COG1670	JO	"Protein N-acetyltransferase, RimJ/RimL family"	RimL	
COG1671	S	"Uncharacterized conserved protein YaiI, UPF0178 family"	YaiI	
COG1672	R	"Predicted ATPase, archaeal AAA+ ATPase superfamily"		
COG1673	R	"Predicted RNA-binding protein, contains PUA-like EVE domain"		
COG1674	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK	
COG1675	K	"Transcription initiation factor IIE, alpha subunit"	TFA1	
COG1676	J	tRNA splicing endonuclease subunit SEN34	SEN2	tRNA modification
COG1677	N	Flagellar hook-basal body complex protein FliE	FliE	
COG1678	K	"Putative transcriptional regulator, AlgH/UPF0301 family"	AlgH	
COG1679	I	"Mevalonate 5-phosphate dehydratase subunit 1, aconitase superfamily (modified mevalonate pathway)"	AcnX1	
COG1680	V	"CubicO group peptidase, beta-lactamase class C family"	AmpC	
COG1681	N	Archaellin (archaeal flagellin)	FlaB	
COG1682	G	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease	TagG	
COG1683	S	"Uncharacterized conserved protein YbbK, DUF523 family"	YbbK	
COG1684	N	Flagellar biosynthesis protein FliR	FliR	
COG1685	E	Archaeal shikimate kinase	AroK2	Aromatic amino acid biosynthesis
COG1686	M	D-alanyl-D-alanine carboxypeptidase	DacC	
COG1687	E	Branched-chain amino acid transport protein AzlD	AzlD	
COG1688	V	"CRISPR/Cas system-associated protein Cas5, RAMP superfamily"	Cas5	CRISPR-Cas system
COG1689	R	Class II terpene cyclase family protein AF1543	AF1543	
COG1690	J	"RNA-splicing ligase RtcB, repairs tRNA damage"	RtcB	
COG1691	F	NCAIR mutase (PurE)-related protein		
COG1692	T	"2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family"	YmdB	
COG1693	K	Repressor of nif and glnA expression		
COG1694	V	"NTP pyrophosphatase, house-cleaning of non-canonical NTPs"	MazG	
COG1695	K	"DNA-binding transcriptional regulator, PadR family"	PadR	
COG1696	M	"D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily"	DltB	
COG1697	L	"DNA topoisomerase VI, subunit A"	Spo11	
COG1698	S	"Uncharacterized conserved protein, UPF0147 family"		
COG1699	N	Flagellar assembly factor FliW	FliW	
COG1700	V	"Predicted anti-virus defense system component AQ645, contains DUF2357 and  PD-(D/E)xK nuclease domains"	AQ645	
